Year Month,Postal Code,Customer Class,Total Gallons
201307,78742,Irrigation - Commercial,95300
201310,78753,Irrigation - City of Austin,214300
201704,78731,Austin Water Utility,0
201709,78660,Wholesale,27069100
201506,78717,Commercial,6036600
201605,78725,Wholesale,819700
201305,78754,Large Volume,122391500
201306,78652,Commercial,207600
201609,78701,Irrigation - City of Austin,1203000
201603,78725,Wholesale,758700
201503,78681,Commercial,0
201705,78742,Austin Water Utility,0
201201,78748,Wholesale,537400
201507,78717,Commercial,6477000
201510,78741,Irrigation - City of Austin,380900
201505,78728,Wholesale,30894400
201611,78758,Irrigation - City of Austin,1868300
201703,78731,Austin Water Utility,0
201608,78725,Irrigation - Commercial,377100
201604,78652,Commercial,260900
201504,78722,Irrigation - Commercial,575200
201306,78719,Wholesale,1644500
201405,78617,City of Austin,7029700
201402,78729,Irrigation - City of Austin,0
201204,78703,Irrigation - City of Austin,93100
201603,78754,Austin Water Utility,363800
201407,78719,Wholesale,1466300
201302,78747,Austin Water Utility,676000
201410,78735,City of Austin,240000
201602,78741,City of Austin,333700
201605,78617,Irrigation - City of Austin,0
201309,78756,Irrigation - City of Austin,0
201301,78617,Austin Water Utility,89500
201706,78739,Irrigation - City of Austin,300
201602,78751,City of Austin,40400
201203,78701,Austin Water Utility,108000
201505,78701,Irrigation - City of Austin,399400
201302,78751,City of Austin,24600
201604,78732,Austin Water Utility,0
201708,78705,City of Austin,655700
201210,78705,Irrigation - City of Austin,40000
201705,78735,City of Austin,101100
201604,78725,Wholesale,827700
201701,78742,Irrigation - Commercial,106300
201312,78729,City of Austin,10800
201401,78722,Irrigation - City of Austin,1335100
201606,78660,Irrigation - Commercial,2171800
201705,78741,Irrigation - City of Austin,741800
201606,78758,Irrigation - City of Austin,2915300
201406,78652,Commercial,2294400
201412,78726,Commercial,5720300
201204,78745,Irrigation - City of Austin,10200
201705,78739,Irrigation - City of Austin,200
201608,78652,Commercial,455000
201209,78725,Irrigation - Commercial,635700
201510,78752,Irrigation - City of Austin,0
201707,78723,Irrigation - City of Austin,425600
201408,78726,Irrigation - Commercial,5095600
201204,78750,Austin Water Utility,285800
201409,78701,City of Austin,12150800
201605,78758,Irrigation - City of Austin,2027300
201205,78751,Irrigation - City of Austin,1137000
201208,78759,Irrigation - City of Austin,2400
201307,78702,Austin Water Utility,51000
201507,78729,Wholesale,29616900
201502,78744,Austin Water Utility,183900
201602,78729,City of Austin,8200
201508,78746,Austin Water Utility,515500
201509,78701,Austin Water Utility,257000
201304,78701,Irrigation - City of Austin,552700
201502,78703,Austin Water Utility,11000
201508,78652,Irrigation - Commercial,954300
201603,78701,Irrigation - City of Austin,602900
201208,78704,City of Austin,2926900
201602,78681,Irrigation - Commercial,0
201509,78681,Commercial,159200
201409,78729,City of Austin,9000
201611,78746,Austin Water Utility,597000
201602,78726,Irrigation - Commercial,2811000
201608,78729,Commercial,14164800
201306,78754,Austin Water Utility,428800
201402,78744,Austin Water Utility,859700
201403,78721,Irrigation - Commercial,103000
201611,78729,City of Austin,8800
201605,78728,Irrigation - Commercial,3413700
201504,78717,Irrigation - City of Austin,0
201312,78750,Irrigation - City of Austin,10400
201603,78752,Irrigation - City of Austin,0
201201,78735,Austin Water Utility,0
201505,78721,Irrigation - City of Austin,14100
201210,78746,Wholesale,123673600
201211,78729,Irrigation - Commercial,8600900
201603,78617,Austin Water Utility,513300
201510,78652,Irrigation - Commercial,831700
201502,78741,Irrigation - Commercial,890500
201601,78719,Irrigation - City of Austin,108200
201410,78727,City of Austin,33100
201202,78754,Large Volume,127581400
201708,78754,Irrigation - City of Austin,33100
201308,78735,Wholesale,517200
201603,78729,Wholesale,27251700
201402,78747,Austin Water Utility,53400
201303,78617,City of Austin,3841800
201706,78729,Wholesale,36577800
201504,78724,City of Austin,6857700
201601,78653,Wholesale,0
201306,78613,Commercial,3664700
201307,78704,Irrigation - Commercial,7005600
201702,78704,Irrigation - Commercial,2398500
201704,78726,Irrigation - Commercial,2580200
201702,78754,City of Austin,170500
201709,78751,City of Austin,49700
201410,78728,Large Volume,10245000
201302,78728,Irrigation - Commercial,1223600
201311,78744,Irrigation - City of Austin,208700
201405,78748,Wholesale,637700
201301,78728,Wholesale,35980400
201212,78727,Irrigation - City of Austin,500
201306,78660,Wholesale,28248800
201407,78617,Irrigation - Commercial,813400
201502,78704,Commercial,30240000
201601,78758,Irrigation - City of Austin,1039600
201612,78754,Large Volume,167822900
201605,78717,City of Austin,98400
201310,78739,Wholesale,13564100
201709,78746,Irrigation - City of Austin,103000
201310,78750,Irrigation - City of Austin,78000
201408,78722,Irrigation - City of Austin,194300
201612,78701,Austin Water Utility,142000
201602,78741,Irrigation - Commercial,1695300
201503,78728,Irrigation - Commercial,429900
201607,78725,Irrigation - Commercial,377400
201606,78731,Austin Water Utility,0
201209,78724,Irrigation - City of Austin,0
201608,78705,City of Austin,355200
201408,78719,Irrigation - City of Austin,417200
201206,78725,Irrigation - Commercial,508100
201601,78652,Irrigation - Commercial,605600
201608,78719,Irrigation - Commercial,1080300
201706,78727,City of Austin,27100
201509,78703,Austin Water Utility,34300
201403,78757,Irrigation - City of Austin,0
201306,78725,City of Austin,356300
201502,78728,Wholesale,27401100
201401,78749,Irrigation - City of Austin,1700
201210,78742,Irrigation - Commercial,58700
201701,78746,Austin Water Utility,676900
201202,78753,Irrigation - City of Austin,295600
201306,78729,City of Austin,12000
201505,78723,Austin Water Utility,34700
201502,78754,Austin Water Utility,127900
201501,78725,City of Austin,390000
201704,78724,City of Austin,3625200
201407,78750,Irrigation - City of Austin,4500
201407,78717,Commercial,6148200
201302,78744,Austin Water Utility,590300
201409,78747,Irrigation - Commercial,6712100
201302,78717,Irrigation - City of Austin,20100
201412,78735,City of Austin,255000
201206,78727,Irrigation - City of Austin,100
201409,78742,Irrigation - Commercial,59800
201205,78613,Commercial,3399300
201705,78617,City of Austin,1256500
201601,78727,City of Austin,19300
201308,78727,City of Austin,28500
201308,78754,Austin Water Utility,333900
201607,78703,Austin Water Utility,13400
201708,78617,City of Austin,2835500
201604,78704,Austin Water Utility,8200
201406,78727,City of Austin,61000
201409,78747,Austin Water Utility,0
201512,78726,Commercial,5577200
201511,78721,Irrigation - City of Austin,39200
201601,78704,Irrigation - Commercial,2218800
201201,78726,Irrigation - Commercial,1740200
201401,78702,Irrigation - Commercial,1179600
201501,78746,Irrigation - City of Austin,18000
201205,78750,Irrigation - Commercial,6764600
201412,78717,Irrigation - Commercial,3201900
201707,78703,Austin Water Utility,14200
201401,78746,Commercial,8936900
201206,78754,Large Volume,158787500
201404,78741,Large Volume,27965000
201311,78613,City of Austin,0
201205,78701,Irrigation - Commercial,3727800
201206,78726,Austin Water Utility,0
201202,78719,Austin Water Utility,419500
201302,78712,Irrigation - Large Volume,12638200
201206,78719,Wholesale,1728900
201508,78701,Irrigation - Commercial,5028100
201611,78756,Irrigation - City of Austin,0
201511,78727,City of Austin,18800
201308,78724,Irrigation - Commercial,5728200
201212,78746,Wholesale,118357300
201308,78722,Irrigation - City of Austin,911500
201505,78723,Irrigation - Commercial,1815300
201607,78719,Irrigation - City of Austin,1006100
201405,78702,Irrigation - City of Austin,479400
201708,78749,Irrigation - City of Austin,65300
201504,78739,Wholesale,8040600
201602,78729,Irrigation - Commercial,2351900
201406,78653,Wholesale,0
201510,78729,Wholesale,43802000
201403,78617,Irrigation - Commercial,266700
201210,78703,Austin Water Utility,9900
201202,78751,City of Austin,52900
201402,78705,City of Austin,80500
201406,78701,City of Austin,9118700
201705,78724,City of Austin,4046600
201604,78617,Irrigation - City of Austin,0
201502,78748,Wholesale,440300
201605,78746,Austin Water Utility,640400
201511,78754,Austin Water Utility,4900
201601,78725,Large Volume,35772000
201206,78749,Irrigation - City of Austin,32600
201607,78744,City of Austin,501300
201402,78727,Irrigation - City of Austin,0
201509,78757,Irrigation - City of Austin,30900
201506,78746,Commercial,13441300
201611,78704,Austin Water Utility,8000
201411,78729,Wholesale,34872500
201303,78704,Irrigation - City of Austin,138200
201205,78617,Irrigation - Commercial,1055500
201703,78728,Wholesale,32908100
201508,78681,Commercial,575200
201606,78617,City of Austin,501300
201609,78717,Austin Water Utility,0
201204,78756,Irrigation - City of Austin,0
201501,78613,Commercial,3879100
201507,78719,Irrigation - Commercial,693900
201407,78703,Irrigation - City of Austin,92600
201501,78759,Irrigation - City of Austin,400
201605,78735,Wholesale,335000
201402,78735,Wholesale,270500
201601,78735,Wholesale,394500
201606,78652,Commercial,217200
201504,78737,Wholesale,418800
201410,78660,Wholesale,24063000
201207,78746,Commercial,16702700
201404,78701,City of Austin,6462300
201403,78728,Commercial,2399300
201309,78701,Irrigation - Commercial,6849100
201205,78724,Austin Water Utility,0
201703,78752,Irrigation - City of Austin,0
201502,78746,Austin Water Utility,526700
201505,78748,Wholesale,481400
201203,78719,Austin Water Utility,337200
201411,78732,Austin Water Utility,7133400
201405,78735,City of Austin,281000
201205,78704,Irrigation - City of Austin,102700
201702,78746,Irrigation - City of Austin,120200
201208,78735,Austin Water Utility,0
201406,78724,City of Austin,5156300
201410,78722,Irrigation - City of Austin,92300
201301,78704,City of Austin,1028100
201309,78731,Austin Water Utility,0
201205,78726,Commercial,8027600
201502,78746,Irrigation - Commercial,1352000
201705,78717,Austin Water Utility,0
201501,78731,Irrigation - City of Austin,14800
201305,78754,Irrigation - City of Austin,531200
201402,78726,Commercial,5675200
201609,78753,Irrigation - City of Austin,78200
201308,78724,Austin Water Utility,0
201607,78731,Austin Water Utility,0
201401,78717,Irrigation - Commercial,2346600
201206,78751,City of Austin,52100
201205,78728,Irrigation - Commercial,2340400
201212,78729,Irrigation - City of Austin,0
201311,78705,Irrigation - City of Austin,137200
201708,78703,Irrigation - City of Austin,848800
201506,78731,Austin Water Utility,0
201408,78725,City of Austin,418000
201306,78748,Wholesale,734900
201202,78704,City of Austin,2251200
201401,78754,Irrigation - City of Austin,0
201204,78744,City of Austin,742200
201408,78756,Austin Water Utility,58300
201305,78704,Irrigation - City of Austin,275100
201307,78729,City of Austin,14400
201503,78617,City of Austin,4220700
201709,78681,Irrigation - Commercial,244900
201510,78704,Commercial,39997700
201401,78704,Austin Water Utility,8800
201207,78701,Irrigation - Commercial,5782600
201504,78660,Wholesale,19366700
201304,78729,Irrigation - City of Austin,0
201301,78729,Irrigation - City of Austin,0
201504,78739,Austin Water Utility,0
201509,78701,City of Austin,15680100
201311,78723,Austin Water Utility,4200
201410,78741,Large Volume,32799000
201607,78704,Commercial,38177300
201205,78735,Large Volume,18223000
201609,78741,Irrigation - City of Austin,1970700
201601,78729,Wholesale,26218900
201211,78736,Irrigation - Commercial,324600
201305,78617,Austin Water Utility,39900
201310,78703,Austin Water Utility,23400
201612,78724,Irrigation - City of Austin,0
201203,78728,Large Volume,5969000
201709,78717,City of Austin,175800
201308,78719,Wholesale,2068200
201510,78705,City of Austin,117600
201603,78717,Irrigation - Commercial,3423800
201208,78704,Irrigation - Commercial,10497300
201401,78746,Irrigation - City of Austin,363300
201509,78735,Austin Water Utility,0
201203,78752,Irrigation - City of Austin,0
201212,78704,Irrigation - Commercial,5678200
201408,78758,Irrigation - City of Austin,2933200
201506,78757,Irrigation - City of Austin,0
201705,78749,Irrigation - City of Austin,2700
201309,78744,Austin Water Utility,723300
201608,78744,City of Austin,489100
201203,78737,Wholesale,451400
201503,78725,City of Austin,326500
201307,78704,Commercial,41928100
201202,78748,Irrigation - City of Austin,25900
201305,78729,Wholesale,29157200
201605,78754,City of Austin,349000
201307,78751,City of Austin,3272800
201411,78703,Irrigation - City of Austin,252700
201704,78681,Irrigation - Commercial,24200
201503,78705,City of Austin,105100
201407,78735,Austin Water Utility,0
201301,78705,City of Austin,202900
201607,78652,Irrigation - Commercial,1199700
201205,78744,City of Austin,1322900
201506,78701,Austin Water Utility,215000
201702,78702,Irrigation - Commercial,1095300
201204,78705,City of Austin,76700
201202,78739,Wholesale,9507000
201208,78756,Austin Water Utility,30800
201609,78742,Irrigation - Commercial,124800
201507,78731,Austin Water Utility,0
201410,78757,Irrigation - City of Austin,24200
201403,78754,City of Austin,165100
201412,78725,Large Volume,37041000
201301,78744,Austin Water Utility,620300
201701,78719,Austin Water Utility,395400
201504,78750,Irrigation - City of Austin,0
201603,78754,City of Austin,293800
201506,78739,Wholesale,8195500
201508,78737,Wholesale,696900
201308,78726,Irrigation - Commercial,4957100
201403,78749,Irrigation - City of Austin,2100
201207,78724,Irrigation - City of Austin,0
201312,78617,Irrigation - City of Austin,0
201202,78744,Austin Water Utility,692900
201309,78729,Wholesale,45312300
201212,78652,Commercial,357300
201303,78704,Commercial,31497100
201505,78705,Irrigation - City of Austin,94600
201309,78742,Austin Water Utility,1332300
201209,78737,Wholesale,624100
201311,78613,Irrigation - Commercial,1207800
201212,78744,City of Austin,448300
201408,78754,Austin Water Utility,22900
201612,78750,Irrigation - City of Austin,0
201301,78737,Wholesale,475100
201504,78717,Commercial,5500700
201202,78724,Irrigation - Commercial,1821300
201205,78754,Large Volume,141668500
201302,78725,Irrigation - Commercial,135000
201404,78746,Irrigation - Commercial,1987100
201610,78652,Irrigation - Commercial,2120300
201702,78724,City of Austin,3164000
201605,78681,Commercial,292300
